decision_id,scenario,demand,seed,regime,predicted_advantage,realized_delta,predicted_unfinished_margin,predicted_spillback_risk,realized_spillback,sign_correct
gate_pressure_recovery_0,gate_slack,,slack,0.0,,7.0,0.0,NA
gate_pressure_recovery_1,gate_slack,,slack,-1.0,,3.0,0.0,NA
gate_storage_separation_0,gate_storage_binding,,storage_binding,15.89,,10.0,1.5,NA
gate_storage_separation_1,gate_storage_binding,,storage_binding,17.0,,19.0,2.0,NA
gate_cascade_separation_0,gate_cascade_risk,,cascade_risk,18.93,,26.0,1.5,NA
gate_cascade_separation_1,gate_cascade_risk,,cascade_risk,19.0,,26.0,1.5,NA
gate_terminal_completion_0,gate_completion_critical,,completion_critical,40.25,,50.0,4.5,NA
gate_terminal_completion_1,gate_completion_critical,,completion_critical,26.25,,63.0,2.5,NA
SEL_arterial_downstream_blockage_0.85_s20261701,arterial_downstream_blockage,0.85,20261701,completion_critical,,0.0,,,,NA
SEL_arterial_downstream_blockage_0.85_s20261702,arterial_downstream_blockage,0.85,20261702,completion_critical,,-4267.0,,,,NA
SEL_arterial_downstream_blockage_0.85_s20261703,arterial_downstream_blockage,0.85,20261703,completion_critical,,8405.0,,,,NA
SEL_arterial_downstream_blockage_0.85_s20261704,arterial_downstream_blockage,0.85,20261704,completion_critical,,-6161.0,,,,NA
SEL_arterial_downstream_blockage_0.85_s20261705,arterial_downstream_blockage,0.85,20261705,completion_critical,,17448.0,,,,NA
SEL_arterial_downstream_blockage_0.85_s20261706,arterial_downstream_blockage,0.85,20261706,completion_critical,,0.0,,,,NA
SEL_arterial_downstream_blockage_1.0_s20261701,arterial_downstream_blockage,1.0,20261701,completion_critical,,15878.0,,,,NA
SEL_arterial_downstream_blockage_1.0_s20261702,arterial_downstream_blockage,1.0,20261702,completion_critical,,2894.0,,,,NA
SEL_arterial_downstream_blockage_1.0_s20261703,arterial_downstream_blockage,1.0,20261703,completion_critical,,-15514.0,,,,NA
SEL_arterial_downstream_blockage_1.0_s20261704,arterial_downstream_blockage,1.0,20261704,completion_critical,,-1121.0,,,,NA
SEL_arterial_downstream_blockage_1.0_s20261705,arterial_downstream_blockage,1.0,20261705,completion_critical,,12796.0,,,,NA
SEL_arterial_downstream_blockage_1.0_s20261706,arterial_downstream_blockage,1.0,20261706,completion_critical,,-7212.0,,,,NA
SEL_arterial_downstream_blockage_1.15_s20261701,arterial_downstream_blockage,1.15,20261701,completion_critical,,49017.0,,,,NA
SEL_arterial_downstream_blockage_1.15_s20261702,arterial_downstream_blockage,1.15,20261702,completion_critical,,-33020.0,,,,NA
SEL_arterial_downstream_blockage_1.15_s20261703,arterial_downstream_blockage,1.15,20261703,completion_critical,,10894.0,,,,NA
SEL_arterial_downstream_blockage_1.15_s20261704,arterial_downstream_blockage,1.15,20261704,completion_critical,,10245.0,,,,NA
SEL_arterial_downstream_blockage_1.15_s20261705,arterial_downstream_blockage,1.15,20261705,completion_critical,,7777.0,,,,NA
SEL_arterial_downstream_blockage_1.15_s20261706,arterial_downstream_blockage,1.15,20261706,completion_critical,,4666.0,,,,NA
NOTE,data_source,aggregated_from_summary_statistics,not_per_decision_raw_data
NOTE,gates_file,has_predicted_rollout_values_but_no_realized_closed_loop_outcomes
NOTE,training_execution,is_dry_run_with_zero_actual_rows
NOTE,training_selection,has_scenario_level_paired_differences_not_per_decision_predicted_vs_realized
NOTE,sign_correct,is_NA_for_all_rows_because_per_decision_realized_deltas_are_not_available
NOTE,v18_requirement,need_per_decision_predicted_advantage_and_realized_cost_delta_for_true_calibration
SUMMARY_SIGN_ACCURACY,overall,NA,,no_per_decision_realized_data_available_for_sign_accuracy
SUMMARY_SIGN_ACCURACY,completion_critical,NA,,regime_counts_from_selection_show_100pct_completion_critical_but_no_predicted_advantage_per_decision
SUMMARY_SIGN_ACCURACY,storage_binding,NA,,no_closed_loop_data_for_storage_binding_regime
SUMMARY_MAE,overall,NA,,no_per_decision_predicted_vs_realized_pairs_available
SUMMARY_CORRELATION,overall,NA,,no_per_decision_predicted_vs_realized_pairs_available
SUMMARY_GATES_REGIME_COVERAGE,slack,1_case,,pressure_recovery_gate_passed
SUMMARY_GATES_REGIME_COVERAGE,storage_binding,1_case,,storage_separation_gate_passed
SUMMARY_GATES_REGIME_COVERAGE,cascade_risk,1_case,,cascade_separation_gate_passed
SUMMARY_GATES_REGIME_COVERAGE,completion_critical,1_case,,terminal_completion_gate_passed
SUMMARY_GATES_ROLLOUT,predicted_J_H_range,"26.25_to_47.75",,across_8_phase_level_rollouts_in_4_gate_cases
SUMMARY_GATES_ROLLOUT,predicted_unfinished_risk_range,"7.0_to_63.0",,monotone_queues_confirmed_for_all_cases
SUMMARY_GATES_ROLLOUT,predicted_spillback_risk_range,"0.0_to_4.5",,all_monotone_criteria_passed
SUMMARY_SELECTION_PAIRS,total_paired_differences,378,,from_training_selection_across_63_scenario_seed_pairs_x6_baselines
SUMMARY_SELECTION_PAIRS,candidate_wins_or_ties_fraction,0.444,,168_of_378_pairs_have_paired_difference_ge_0
SUMMARY_SELECTION_PAIRS,candidate_loses_fraction,0.556,,210_of_378_pairs_have_negative_paired_difference
SUMMARY_SELECTION_PAIRS,mean_paired_diff_vs_max_pressure,0.0,,candidate_equals_max_pressure_in_all_cases
SUMMARY_SELECTION_PAIRS,mean_paired_diff_vs_cap_aware,-2601.59,,negative_means_candidate_worse_than_capacity_aware_pressure
SUMMARY_SELECTION_PAIRS,mean_paired_diff_vs_finite_storage_double,21264162.59,,large_positive_means_candidate_much_better_than_finite_storage_double
SUMMARY_SELECTION_MINIMAX,minimax_regret,1949566.46,,worst_baseline_is_switching_loss_max_pressure
SUMMARY_SELECTION_MECHANISM,action_change_rate,0.0282,,only_2.8pct_of_decisions_changed_relative_to_pressure
SUMMARY_SELECTION_MECHANISM,binding_decision_rate,0.3330,,33.3pct_of_decisions_had_binding_constraints
SUMMARY_SELECTION_MECHANISM,advantage_gate_activation_rate,0.9593,,96pct_advantage_gate_activation_in_completion_critical_regime
SUMMARY_SELECTION_MECHANISM,regime_distribution,"slack=0.0_storage=0.0_cascade=0.0_completion=1.0",,all_training_decisions_fell_in_completion_critical_regime
